Age,Gender,City,Monthly_Household_Income_AED,Occupation,Health_Consciousness,Fitness_Activities,Servings_per_Week,Motivations,Purchase_Channels,Preferred_Pack_Size,Packaging_Type,Flavor_Preferences,Eco_Friendly_Packaging_Score,Price_Discount_Influence,Willingness_Score,Max_Price_WTP_500ml_AED,Monthly_Spend_AED,Subscription_Plan,Value_Add_Ranking,Brand_Descriptors,Recommended_Brand,Key_Problem,Delivery_Tolerance_Score,Additional_Suggestions
49,Male,Ajman,33800.0,Retired,5,Running,5,"Convenience,Taste","Supermarket,Food-delivery app,Brand website",Multi-pack,PET bottle,"Chocolate,Coffee",5,1,4,11.8,70.19,No,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Trustworthy,Innovative,Sustainable",No,Hard to find,2,Provide protein-rich options
27,Male,Abu Dhabi,10100.0,Self-employed,3,"Running,Gym",2,Muscle recovery,"Supermarket,Pharmacy,Brand website",1 L,PET bottle,"Chocolate,Coffee,Tropical",4,4,5,12.05,26.65,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Trustworthy,Innovative,Affordable",No,Limited flavors,4,Provide protein-rich options
25,Female,Abu Dhabi,1800.0,Salaried,3,"Gym,None,Yoga",3,Convenience,"Food-delivery app,Brand website",500 ml,Tetra Pak,Chocolate,1,5,10,16.03,45.89,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Trustworthy,Sustainable",No,Hard to find,1,Provide protein-rich options
48,Male,Dubai,6100.0,Salaried,3,"Team sports,Running",6,"Taste,Convenience",Pharmacy,500 ml,PET bottle,Vanilla,1,4,5,8.41,59.98,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Innovative",No,Limited flavors,3,Lower the sugar content
33,Female,Dubai,5300.0,Salaried,3,Gym,7,Muscle recovery,Brand website,500 ml,PET bottle,"Chocolate,Vanilla,Tropical",3,2,6,12.47,94.98,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Sustainable,Innovative,Affordable",No,Hard to find,2,Use recyclable packaging
46,Female,Abu Dhabi,38200.0,Other,5,"None,Team sports",8,Weight control,Food-delivery app,Multi-pack,Tetra Pak,"Tropical,Chocolate,Unflavored",3,5,5,12.77,98.65,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Affordable,Trustworthy",Yes,Too much sugar,5,Provide protein-rich options
38,Male,Dubai,6100.0,Homemaker,1,Running,2,Muscle recovery,"Gym kiosk,Supermarket",250 ml,PET bottle,Berry,4,4,4,7.69,13.3,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Fun,No,Too much sugar,2,Provide protein-rich options
52,Male,Dubai,11900.0,Student,2,"Running,Team sports,Gym",3,"Taste,Immunity","Supermarket,Food-delivery app,Pharmacy",500 ml,PET bottle,Chocolate,1,5,7,9.93,34.38,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Affordable,Sustainable",No,Too much sugar,5,Introduce more flavors
24,Male,Al Ain,4100.0,Salaried,1,"None,Gym,Running",1,"Weight control,Taste",Supermarket,1 L,Tetra Pak,"Vanilla,Chocolate",4,1,9,11.07,10.31,Yes,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips",Fun,Yes,Unclear nutritional info,2,Provide protein-rich options
64,Female,Dubai,10500.0,Salaried,5,"None,Gym,Running",8,Muscle recovery,"Supermarket,Pharmacy",Multi-pack,PET bottle,"Chocolate,Unflavored",1,5,9,14.09,102.61,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Premium,Trustworthy,Fun",Yes,Too much sugar,4,
59,Male,Fujairah,12400.0,Salaried,1,"Team sports,None",0,Muscle recovery,"Food-delivery app,Supermarket",500 ml,Tetra Pak,"Chocolate,Tropical",2,4,0,7.16,0.0,No,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Premium,Innovative",No,Hard to find,5,
24,Male,Abu Dhabi,6500.0,Student,3,"Gym,Running",8,Convenience,"Supermarket,Food-delivery app",1 L,PET bottle,"Unflavored,Vanilla",5,3,4,9.93,70.89,Maybe,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Premium,No,Too expensive,4,
51,Male,Dubai,10000.0,Salaried,4,"Team sports,Gym,None",6,"Taste,Muscle recovery","Brand website,Supermarket,Pharmacy",250 ml,Recyclable can,"Chocolate,Coffee",4,1,7,15.57,102.69,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Innovative,Sustainable,Premium",Yes,Limited flavors,4,Lower the sugar content
24,Female,Dubai,4700.0,Salaried,5,"Running,Yoga,Team sports",6,"Convenience,Taste",Pharmacy,1 L,Tetra Pak,"Vanilla,Berry,Tropical",2,4,9,15.0,74.98,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Fun,Affordable,Innovative",Yes,Too much sugar,4,Introduce more flavors
43,Male,Ajman,6700.0,Salaried,3,"Gym,Running",3,"Convenience,Muscle recovery","Gym kiosk,Pharmacy,Food-delivery app",250 ml,Powder pouch,Vanilla,5,4,4,9.23,25.3,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Fun,Sustainable",No,Too much sugar,5,Introduce more flavors
29,Male,Sharjah,6000.0,Salaried,1,"Running,Gym,Yoga",2,Muscle recovery,Food-delivery app,250 ml,PET bottle,Coffee,3,4,1,7.82,15.15,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Premium,No,Limited flavors,3,Provide protein-rich options
40,Female,Dubai,7600.0,Student,2,"None,Running,Gym",3,"Convenience,Taste","Food-delivery app,Supermarket",500 ml,Powder pouch,"Unflavored,Vanilla,Coffee",2,5,3,9.15,29.17,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Trustworthy,Sustainable",No,Too much sugar,3,Use recyclable packaging
41,Female,Dubai,4400.0,Self-employed,4,"Running,Gym",2,"Taste,Weight control","Supermarket,Food-delivery app",500 ml,PET bottle,"Coffee,Tropical,Unflavored",4,2,10,14.35,29.1,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Trustworthy,Sustainable,Fun",No,Packaging not eco-friendly,4,Lower the sugar content
46,Female,Dubai,25900.0,Self-employed,4,None,5,Convenience,"Food-delivery app,Pharmacy",1 L,Powder pouch,Vanilla,2,2,5,11.93,54.39,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Premium",Yes,Too much sugar,3,Lower the sugar content
57,Female,Dubai,8900.0,Salaried,4,"Gym,None",5,"Convenience,Taste","Pharmacy,Brand website",250 ml,Tetra Pak,Coffee,3,3,7,13.22,53.49,Yes,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Sustainable,Yes,Too much sugar,2,Use recyclable packaging
20,Female,Abu Dhabi,2100.0,Salaried,5,Team sports,3,"Immunity,Weight control","Supermarket,Gym kiosk",1 L,Recyclable can,"Coffee,Tropical",2,3,5,10.28,30.54,No,"1-Bundle deals,2-Loyalty points,3-Free delivery,4-Personalized nutrition tips",Fun,No,Packaging not eco-friendly,3,Provide protein-rich options
37,Male,Dubai,5900.0,Student,1,"Running,None",1,Weight control,"Gym kiosk,Supermarket",500 ml,Tetra Pak,"Tropical,Unflavored",3,1,2,8.71,10.37,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Fun,Affordable",Yes,Hard to find,3,Introduce more flavors
35,Female,Abu Dhabi,12000.0,Retired,5,"Running,None,Team sports",12,"Taste,Weight control","Brand website,Supermarket",500 ml,Recyclable can,Berry,4,4,9,16.06,178.52,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Affordable,Innovative,Trustworthy",Yes,Too expensive,2,Offer subscription discounts
29,Female,Abu Dhabi,6400.0,Salaried,3,"Gym,Running,None",3,Immunity,Pharmacy,1 L,PET bottle,Berry,1,3,2,8.78,25.13,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Premium,Sustainable",No,Limited flavors,1,Introduce more flavors
64,Female,Sharjah,11900.0,Retired,5,"None,Team sports",2,"Convenience,Muscle recovery",Pharmacy,250 ml,Powder pouch,Berry,5,1,7,14.52,27.46,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Premium,Fun",No,Hard to find,5,Offer subscription discounts
35,Female,Dubai,5500.0,Student,3,"Yoga,Running",1,"Convenience,Immunity","Supermarket,Pharmacy",1 L,PET bottle,"Vanilla,Coffee",2,5,4,6.53,6.1,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Fun,Sustainable,Innovative",No,Unclear nutritional info,2,Provide protein-rich options
62,Male,Dubai,7200.0,Salaried,3,"Yoga,Team sports",4,"Immunity,Muscle recovery","Supermarket,Brand website",500 ml,Powder pouch,"Vanilla,Coffee,Chocolate",1,2,3,8.63,33.69,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals","Affordable,Fun",No,Too much sugar,1,Provide protein-rich options
50,Female,Dubai,11900.0,Student,3,"Yoga,None",6,Weight control,Supermarket,500 ml,PET bottle,Chocolate,1,2,6,12.87,77.01,No,"1-Bundle deals,2-Personalized nutrition tips,3-Loyalty points,4-Free delivery","Innovative,Trustworthy,Affordable",Yes,Too expensive,4,Provide protein-rich options
21,Female,Abu Dhabi,2900.0,Salaried,2,Running,4,"Taste,Weight control","Brand website,Food-delivery app",1 L,PET bottle,"Tropical,Chocolate",2,1,8,11.61,41.19,Yes,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Innovative,Premium,Trustworthy",No,Too much sugar,5,Provide protein-rich options
45,Female,Ajman,11700.0,Student,5,Gym,10,"Immunity,Weight control","Supermarket,Gym kiosk,Brand website",Multi-pack,Powder pouch,"Tropical,Berry,Unflavored",2,4,6,13.21,138.82,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips",Trustworthy,No,Packaging not eco-friendly,4,Offer subscription discounts
24,Male,Dubai,3500.0,Salaried,1,None,3,Taste,Supermarket,250 ml,Tetra Pak,"Berry,Vanilla",1,3,2,5.53,19.37,No,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Trustworthy,Affordable",Yes,Packaging not eco-friendly,3,Offer subscription discounts
30,Female,Sharjah,6600.0,Salaried,2,"Team sports,Gym,Yoga",2,Immunity,"Food-delivery app,Gym kiosk",500 ml,Tetra Pak,"Tropical,Vanilla,Chocolate",4,3,2,6.33,12.9,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points",Trustworthy,No,Too much sugar,4,Introduce more flavors
20,Male,Dubai,6500.0,Salaried,3,Gym,5,Immunity,"Supermarket,Gym kiosk",250 ml,Tetra Pak,"Tropical,Coffee,Vanilla",2,3,8,15.88,73.12,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Innovative,Affordable,Premium",Yes,Unclear nutritional info,1,
40,Male,Abu Dhabi,6400.0,Salaried,2,Yoga,4,"Convenience,Immunity","Pharmacy,Brand website,Supermarket",250 ml,PET bottle,"Vanilla,Berry,Tropical",4,5,0,7.13,142.8,Maybe,"1-Loyalty points,2-Free delivery,3-Personalized nutrition tips,4-Bundle deals",Innovative,No,Hard to find,5,Provide protein-rich options
58,Female,Sharjah,25300.0,Salaried,3,"Gym,Team sports",3,"Weight control,Convenience",Pharmacy,500 ml,Tetra Pak,"Coffee,Unflavored,Chocolate",3,5,5,13.33,38.21,No,"1-Bundle deals,2-Free delivery,3-Personalized nutrition tips,4-Loyalty points","Trustworthy,Premium",No,Too expensive,3,
59,Male,Dubai,9700.0,Salaried,5,"Running,Gym,None",5,"Convenience,Taste","Supermarket,Food-delivery app",500 ml,Tetra Pak,"Tropical,Chocolate,Coffee",2,2,10,13.79,57.6,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips",Sustainable,No,Packaging not eco-friendly,3,
58,Female,Dubai,7800.0,Student,1,"Gym,Yoga",1,"Weight control,Taste","Food-delivery app,Brand website,Supermarket",1 L,PET bottle,Tropical,4,1,6,12.79,14.29,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Affordable,Premium,Innovative",No,Too much sugar,4,Offer subscription discounts
26,Male,Abu Dhabi,11200.0,Salaried,2,"Running,None,Gym",4,"Convenience,Taste","Supermarket,Brand website,Gym kiosk",500 ml,PET bottle,"Chocolate,Unflavored,Coffee",3,5,3,9.1,39.29,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Innovative,Affordable",Yes,Hard to find,4,Provide protein-rich options
55,Female,Dubai,7900.0,Student,2,"None,Team sports",2,"Muscle recovery,Immunity","Supermarket,Brand website",500 ml,Tetra Pak,"Unflavored,Chocolate,Vanilla",5,5,8,15.69,25.43,Yes,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Fun,Trustworthy,Premium",Yes,Hard to find,1,Offer subscription discounts
55,Female,Dubai,11600.0,Student,1,"Yoga,None,Gym",3,"Immunity,Convenience","Brand website,Food-delivery app,Supermarket",500 ml,Tetra Pak,"Berry,Vanilla,Chocolate",3,1,5,12.04,36.18,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Innovative,Affordable,Fun",Yes,Hard to find,3,Use recyclable packaging
38,Male,Dubai,6100.0,Student,1,Running,2,Weight control,Food-delivery app,500 ml,PET bottle,Unflavored,1,2,6,13.73,22.65,No,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Fun,Innovative,Sustainable",No,Too expensive,5,
33,Male,Dubai,9600.0,Salaried,5,"Yoga,Gym",8,Taste,Brand website,500 ml,Tetra Pak,"Vanilla,Berry,Tropical",3,3,6,13.88,132.56,Maybe,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips",Innovative,No,Too much sugar,4,Provide protein-rich options
21,Male,Sharjah,4900.0,Salaried,2,"Gym,Yoga",7,"Convenience,Immunity","Gym kiosk,Food-delivery app",500 ml,PET bottle,Coffee,4,1,4,10.15,78.29,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Innovative,Fun",Yes,Limited flavors,4,Lower the sugar content
28,Female,Dubai,2200.0,Salaried,1,None,4,"Immunity,Weight control",Pharmacy,250 ml,Tetra Pak,"Coffee,Unflavored",1,2,4,10.81,48.05,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Trustworthy,No,Packaging not eco-friendly,1,Offer subscription discounts
47,Male,Dubai,9000.0,Student,3,"None,Gym",4,"Muscle recovery,Taste","Food-delivery app,Brand website",250 ml,Tetra Pak,"Berry,Chocolate",4,4,6,12.65,46.08,Maybe,"1-Free delivery,2-Loyalty points,3-Bundle deals,4-Personalized nutrition tips","Trustworthy,Premium,Fun",Yes,Unclear nutritional info,2,Provide protein-rich options
40,Male,Dubai,3700.0,Self-employed,1,"Gym,Yoga,Team sports",1,"Muscle recovery,Taste","Supermarket,Gym kiosk",Multi-pack,Tetra Pak,"Vanilla,Chocolate,Tropical",2,1,4,7.61,7.16,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Premium,Yes,Unclear nutritional info,1,
22,Female,Dubai,10100.0,Homemaker,1,"Gym,None,Yoga",1,Weight control,"Supermarket,Pharmacy",500 ml,PET bottle,"Vanilla,Chocolate",5,5,2,5.28,5.6,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Affordable,Premium",No,Too expensive,3,Lower the sugar content
46,Female,Abu Dhabi,6900.0,Homemaker,5,Yoga,8,Immunity,Supermarket,500 ml,Tetra Pak,"Chocolate,Unflavored,Tropical",4,2,6,11.24,90.49,Maybe,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Premium,Affordable,Innovative",No,Hard to find,2,Offer subscription discounts
49,Female,Sharjah,24100.0,Salaried,4,"Yoga,Gym",3,Weight control,"Pharmacy,Supermarket,Gym kiosk",500 ml,Tetra Pak,"Vanilla,Chocolate,Coffee",4,3,5,12.62,30.96,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Premium,Fun",No,Hard to find,1,Provide protein-rich options
21,Female,Ajman,22200.0,Salaried,5,"Yoga,Running,Team sports",4,Convenience,"Gym kiosk,Pharmacy,Supermarket",1 L,PET bottle,Chocolate,1,1,7,14.67,49.54,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Premium,Trustworthy",No,Packaging not eco-friendly,3,Lower the sugar content
41,Female,Dubai,10700.0,Salaried,2,None,3,Immunity,"Food-delivery app,Pharmacy,Supermarket",250 ml,Tetra Pak,"Vanilla,Coffee",2,1,8,11.97,29.79,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points","Sustainable,Innovative",No,Limited flavors,5,Offer subscription discounts
28,Male,Abu Dhabi,8500.0,Salaried,2,Gym,1,"Convenience,Immunity","Pharmacy,Gym kiosk,Food-delivery app",500 ml,Powder pouch,"Unflavored,Chocolate",4,2,4,7.25,6.89,Yes,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Affordable,Sustainable,Innovative",Yes,Packaging not eco-friendly,1,Introduce more flavors
32,Female,Al Ain,7600.0,Student,3,"None,Team sports,Yoga",4,Muscle recovery,Supermarket,250 ml,Powder pouch,"Berry,Vanilla",4,5,5,11.14,50.64,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Bundle deals,4-Free delivery","Fun,Premium,Trustworthy",No,Hard to find,2,Use recyclable packaging
26,Female,Abu Dhabi,9200.0,Self-employed,3,Yoga,1,Weight control,"Brand website,Supermarket",500 ml,PET bottle,"Chocolate,Coffee,Berry",1,5,5,11.47,13.11,No,"1-Bundle deals,2-Free delivery,3-Loyalty points,4-Personalized nutrition tips","Innovative,Premium",Yes,Packaging not eco-friendly,2,Provide protein-rich options
52,Female,Other,11600.0,Salaried,1,"Gym,None",1,Immunity,"Brand website,Pharmacy,Supermarket",500 ml,PET bottle,Berry,1,1,5,12.24,9.91,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Affordable,Premium",No,Packaging not eco-friendly,5,Use recyclable packaging
60,Female,Dubai,8800.0,Salaried,3,Yoga,7,Muscle recovery,"Supermarket,Food-delivery app",250 ml,Tetra Pak,"Vanilla,Tropical",3,4,5,10.02,62.74,Yes,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery",Affordable,Yes,Packaging not eco-friendly,4,
52,Female,Dubai,8600.0,Salaried,2,Yoga,3,"Immunity,Taste","Pharmacy,Gym kiosk",500 ml,PET bottle,Vanilla,4,2,7,13.71,42.9,Yes,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Trustworthy,No,Too much sugar,2,Provide protein-rich options
27,Female,Dubai,4500.0,Student,1,"Running,Yoga,Gym",2,Convenience,"Supermarket,Pharmacy",250 ml,PET bottle,"Berry,Coffee,Tropical",5,3,4,8.97,17.34,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery","Innovative,Trustworthy,Affordable",No,Limited flavors,2,Lower the sugar content
41,Female,Ajman,22300.0,Student,3,None,6,Convenience,Food-delivery app,250 ml,PET bottle,"Tropical,Chocolate,Vanilla",3,2,7,12.49,80.52,Maybe,"1-Free delivery,2-Bundle deals,3-Loyalty points,4-Personalized nutrition tips","Innovative,Trustworthy,Sustainable",Yes,Limited flavors,5,Introduce more flavors
38,Male,Other,14500.0,Homemaker,4,"Gym,Running,None",9,"Muscle recovery,Immunity",Supermarket,250 ml,PET bottle,"Chocolate,Vanilla",2,2,6,12.47,112.74,Yes,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals",Affordable,Yes,Too expensive,3,Offer subscription discounts
60,Male,Ajman,8000.0,Salaried,3,None,5,Weight control,"Pharmacy,Gym kiosk",1 L,PET bottle,Tropical,3,5,7,15.04,89.49,No,"1-Personalized nutrition tips,2-Free delivery,3-Loyalty points,4-Bundle deals","Innovative,Fun",Yes,Hard to find,4,Use recyclable packaging
58,Female,Abu Dhabi,6100.0,Self-employed,2,"None,Yoga",3,Immunity,"Food-delivery app,Pharmacy",1 L,PET bottle,"Berry,Chocolate,Tropical",1,3,4,9.07,28.97,Maybe,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points",Premium,Yes,Too much sugar,1,Introduce more flavors
38,Female,Dubai,3900.0,Student,2,Gym,4,Weight control,"Food-delivery app,Pharmacy",Multi-pack,PET bottle,"Coffee,Tropical,Chocolate",4,3,6,12.94,51.22,Maybe,"1-Personalized nutrition tips,2-Loyalty points,3-Free delivery,4-Bundle deals",Sustainable,Yes,Limited flavors,4,Introduce more flavors
57,Male,Dubai,15000.0,Student,5,Running,3,Convenience,Gym kiosk,250 ml,Recyclable can,"Vanilla,Tropical",3,4,5,12.1,30.5,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Fun,Sustainable,Premium",No,Too expensive,4,Offer subscription discounts
41,Male,Dubai,24300.0,Self-employed,3,Running,5,Weight control,"Brand website,Food-delivery app,Gym kiosk",500 ml,PET bottle,"Tropical,Berry,Vanilla",1,3,3,10.4,51.93,No,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Premium,Yes,Packaging not eco-friendly,5,Lower the sugar content
39,Female,Other,7200.0,Salaried,5,"Gym,Running,Yoga",5,"Muscle recovery,Taste","Food-delivery app,Pharmacy",Multi-pack,PET bottle,"Berry,Vanilla,Tropical",1,3,5,9.79,51.18,No,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Fun,Innovative,Premium",No,Too expensive,4,
60,Male,Dubai,13300.0,Self-employed,1,Gym,1,Muscle recovery,Gym kiosk,500 ml,Tetra Pak,Coffee,2,1,2,8.9,9.93,No,"1-Loyalty points,2-Personalized nutrition tips,3-Bundle deals,4-Free delivery","Affordable,Fun",No,Limited flavors,5,Provide protein-rich options
42,Male,Al Ain,11700.0,Retired,4,None,12,"Weight control,Muscle recovery",Food-delivery app,500 ml,Tetra Pak,"Berry,Chocolate",1,4,9,11.84,124.32,Yes,"1-Free delivery,2-Bundle deals,3-Personalized nutrition tips,4-Loyalty points",Affordable,Yes,Limited flavors,3,Provide protein-rich options
43,Female,Sharjah,5500.0,Salaried,5,Running,7,"Convenience,Taste","Supermarket,Gym kiosk,Food-delivery app",500 ml,PET bottle,"Vanilla,Tropical",5,5,4,12.5,71.38,Yes,"1-Personalized nutrition tips,2-Free delivery,3-Bundle deals,4-Loyalty points","Affordable,Sustainable",No,Too much sugar,4,
54,Female,Fujairah,8400.0,Salaried,5,"Gym,None,Running",5,"Weight control,Muscle recovery",Pharmacy,1 L,Recyclable can,"Berry,Vanilla,Chocolate",3,3,7,10.62,61.67,Maybe,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals",Sustainable,Yes,Packaging not eco-friendly,1,Lower the sugar content
27,Female,Sharjah,3900.0,Student,4,"Gym,Yoga",11,Immunity,"Brand website,Supermarket,Food-delivery app",Multi-pack,Tetra Pak,"Chocolate,Vanilla",2,5,5,12.15,127.35,Maybe,"1-Loyalty points,2-Bundle deals,3-Free delivery,4-Personalized nutrition tips","Trustworthy,Premium,Innovative",Yes,Limited flavors,5,Provide protein-rich options
39,Male,Al Ain,6900.0,Salaried,1,Running,2,Immunity,"Pharmacy,Supermarket",500 ml,PET bottle,Chocolate,4,5,3,6.86,12.89,No,"1-Personalized nutrition tips,2-Bundle deals,3-Free delivery,4-Loyalty points","Trustworthy,Fun",Yes,Too expensive,3,Offer subscription discounts
47,Male,Other,11600.0,Salaried,5,Gym,4,Muscle recovery,"Gym kiosk,Brand website",Multi-pack,Recyclable can,Unflavored,1,1,7,10.56,38.72,Maybe,"1-Loyalty points,2-Bundle deals,3-Personalized nutrition tips,4-Free delivery",Premium,Yes,Hard to find,4,
24,Male,Sharjah,7300.0,Self-employed,3,"Yoga,None",4,"Immunity,Convenience",Supermarket,500 ml,Tetra Pak,Coffee,3,2,7,14.16,47.87,Yes,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals",Innovative,Yes,Too expensive,1,Use recyclable packaging
25,Male,Dubai,12400.0,Salaried,1,"Gym,Yoga",2,Taste,Gym kiosk,1 L,Tetra Pak,Unflavored,3,5,0,6.06,13.38,No,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery",Affordable,No,Packaging not eco-friendly,4,Use recyclable packaging
29,Female,Sharjah,5100.0,Salaried,1,"Yoga,Gym,None",2,"Convenience,Muscle recovery","Food-delivery app,Supermarket,Gym kiosk",500 ml,Powder pouch,"Chocolate,Tropical",5,4,3,9.33,17.91,No,"1-Personalized nutrition tips,2-Bundle deals,3-Loyalty points,4-Free delivery","Innovative,Affordable",Yes,Too much sugar,5,Lower the sugar content
37,Male,Dubai,3200.0,Salaried,5,"None,Gym",9,Convenience,"Brand website,Supermarket,Pharmacy",500 ml,PET bottle,Coffee,4,5,4,6.42,56.87,Maybe,"1-Bundle deals,2-Personalized nutrition tips,3-Free delivery,4-Loyalty points","Premium,Innovative",No,Packaging not eco-friendly,5,Provide protein-rich options
28,Female,Al Ain,7400.0,Homemaker,2,None,3,Muscle recovery,"Brand website,Supermarket",500 ml,Powder pouch,"Chocolate,Berry",1,2,3,10.45,28.87,No,"1-Loyalty points,2-Personalized nutrition tips,3-Free delivery,4-Bundle deals","Innovative,Affordable,Premium",Yes,Too expensive,5,Offer subscription discounts
32,Male,Abu Dhabi,4300.0,Salaried,2,"Gym,Running",2,"Muscle recovery,Weight control","Gym kiosk,Food-delivery app",500 ml,Powder pouch,Berry,5,2,2,8.36,17.1,No,"1-Free delivery,2-Personalized nutrition tips,3-Loyalty points,4-Bundle deals","Trustworthy,Sustainable",Yes,Unclear nutritional info,1,Offer subscription discounts
41,Female,Al Ain,8000.0,Salaried,1,"Gym,None,Yoga",0,Immunity,"Supermarket,Food-delivery app,Pharmacy",250 ml,PET bottle,"Vanilla,Tropical,Chocolate",4,2,8,12.12,0.0,Yes,"1-Free delivery,2-Loyalty points,3-Personalized nutrition tips,4-Bundle deals","Trustworthy,Innovative,Fun",No,Too expensive,5,Use recyclable packaging
30,Female,Sharjah,7300.0,Student,2,"Yoga,None",3,"Taste,Muscle recovery","Pharmacy,Supermarket",250 ml,PET bottle,"Coffee,Vanilla,Unflavored",1,1,9,14.72,40.51,Maybe,"1-Free delivery,2-Personalized nutrition tips,3-Bundle deals,4-Loyalty points",Sustainable,Yes,Limited flavors,2,Offer subscription discounts
29,Female,Fujairah,4000.0,Self-employed,1,Gym,0,Taste,Brand website,500 ml,Tetra Pak,"Chocolate,Vanilla,Coffee",5,3,4,9.63,0.0,Maybe,"1-Bundle deals,2-Loyalty points,3-Personalized nutrition tips,4-Free delivery","Innovative,Trustworthy,Sustainable",No,Too expensive,5,Introduce more flavors
